Name,Power,W/m2,Diameter,hub height [m],Noise @ 3m/s [dB],Noise @ 4m/s [dB],Noise @ 5m/s [dB],Noise @ 6m/s [dB],Noise @ 7m/s [dB],Noise @ 8m/s [dB],Noise @ 9m/s [dB],Noise @ 10m/s [dB],Noise @ 11m/s [dB],Noise @ 12m/s [dB],Valid,Company,Variant,Sec. power,Def. hub height,Edit date
,,,,,wind speed at 10m,,,,,,,,,,,,,,,
BONUS  300 27.0 !O!,300,524,27,,,,,,,,,,,,No,BONUS,,,30,17.06.2014
BONUS  300 35.0 !O!,300,311.8,35,,,,,,,,,,,,No,BONUS,,,35,15.02.1997
BONUS  45-11 15.0 !#!,45,254.6,15,,,,,,,,,,,,No,BONUS,,11,18,01.10.1998
BONUS  55-11 16.2 !O!,55,266.8,16.2,,,,,,,,,,,,No,BONUS,,11,18,10.07.1996
BONUS  750 54.0 !O!,750,327.5,54,,,,,,,,,,,,No,BONUS,,,54,15.04.1997
BONUS  95-20 19.4 !3!,95,321.4,19.4,,,,,,,,,,,,No,BONUS,,20,24.5,17.06.2014
BONUS  95-20 19.4 !O!,95,321.4,19.4,,,,,,,,,,,,No,BONUS,,20,24,17.06.2014
BONUS 2.0 MW 2000 76.0 !O!,2 000,440.9,76,,,,,,,,,,,,No,BONUS,2.0 MW,,60,17.06.2014
BONUS MK II 300 33.0 !O!,300,350.8,33,,,,,,,,,,,,No,BONUS,MK II,,30,17.06.2014
BONUS MK II 450 35.6 !O!,450,452.1,35.6,,,,,,,,,,,,No,BONUS,MK II,,35,17.06.2014
BONUS MK II 55-11 15.2 !O!,55,303.1,15.2,,,,,,,,,,,,No,BONUS,MK II,11,21,15.02.1997
BONUS MK II 55-11 16.5 !O!,55,258.8,16.5,,,,,,,,,,,,No,BONUS,MK II,11,24,15.02.1997
BONUS Offs 450 35.0 !O!,450,467.7,35,,,,,,,,,,,,No,BONUS,Offs,,37.5,07.07.1996
BOSTED  18 10.9 !#!,18,192.9,10.9,,,,,,,,,,,,No,BOSTED,,,18,15.02.1997
BOSTED  19 10.0 !#!,19,235.5,10,,,,,,,,,,,,No,BOSTED,,,18,07.07.1996
BOSTED  19-4 11.0 !#!,19,194.7,11,,,,,,,,,,,,No,BOSTED,,4,18,15.02.1997
BOSTED  22 10.9 !#!,22,237.9,10.9,,,,,,,,,,,,No,BOSTED,,,24,15.02.1997
BRÜMMER BW 120 11 13.0 !-!,11,82.9,13,,,,,,,,,,,,No,BRÜMMER,BW 120,,12,01.01.1996
BRÜMMER BW 200 100 22.0 !-!,100,263.1,22,,,,,,,,,,,,No,BRÜMMER,BW 200,,18,01.01.1996
BRÜMMER BW 81 6 9.0 !O!,6,94.3,9,,,,,,,,,,,,No,BRÜMMER,BW 81,,9,01.01.1996
BWU 48-600 600-160 48.4 !O!,600,326.1,48.4,,,,,,,,,,,,No,BWU,48-600,160,65,10.03.2004
CLIPPER CW99 Liberty 2500 99.0 !O!,2 500,324.8,99,,,,,,,,,,,,Yes,CLIPPER,CW99 Liberty,,80,20.09.2010
CODAN  150-30 22.0 !O!,150,394.6,22,,,,,,,,,,,,No,CODAN,,30,22,15.02.1997
CODAN  270 26.0 !O!,270,508.5,26,,,,,,,,,,,,No,CODAN,,,30,15.02.1997
DANWIN  140 19.6 !O!,140,464,19.6,,,,,,,,,,,,No,DANWIN,,,26,07.07.1996
DANWIN  150 23.2 !O!,150,354.8,23.2,,,,,,,,,,,,No,DANWIN,,,30,07.07.1996
DANWIN  150-24 24.0 !O!,150,331.6,24,,,,,,,,,,,,No,DANWIN,,24,30,15.02.1997
DANWIN  200 23.2 !O!,200,473.1,23.2,,,,,,,,,,,,No,DANWIN,,,30,07.07.1996
DANWIN  99 19.6 !O!,99,328.1,19.6,,,,,,,,,,,,No,DANWIN,,,22.5,15.02.1997
DENCON  250 25.5 !O!,250,489.5,25.5,,,,,,,,,,,,No,DENCON,,,31.5,15.02.1997
DENCON  250 26.0 !O!,250,470.9,26,,,,,,,,,,,,No,DENCON,,,31.5,07.07.1996
DENCON  80 17.0 !-!,80,352.5,17,,,,,,,,,,,,No,DENCON,,,24,15.02.1997
DVT  18 12.0 !-!,18,159.2,12,,,,,,,,,,,,No,DVT,,,19,15.02.1997
DVT  18 9.6 !-!,18,248.7,9.6,,,,,,,,,,,,No,DVT,,,18,15.02.1997
DVT  265 29.3 !O!,265,393,29.3,,,,,,,,,,,,No,DVT,,,31.2,15.02.1997
DVT  300 30.8 !O!,300,402.7,30.8,,,,,,,,,,,,No,DVT,,,30.8,15.02.1997
DVT  750 40.0 !O!,750,596.8,40,,,,,,,,,,,,No,DVT,,,45,07.07.1996
DWP  150 23.6 !O!,150,342.9,23.6,,,,,,,,,,,,No,DWP,,,30,15.07.1994
DWP  150 28.0 !O!,150,243.6,28,,,,,,,,,,,,No,DWP,,,30,23.07.1992
DWP  300 28.0 !O!,300,487.2,28,,,,,,,,,,,,No,DWP,,,30,23.07.1992
DWP  90-20 19.2 !-!,90,310.8,19.2,,,,,,,,,,,,No,DWP,,20,24,15.02.1997
ECOTECNIA  150 20.0 !O!,150,477.5,20,,,,,,,,,,,,No,ECOTECNIA,,,24,01.01.1996
ECOTECNIA  225 28.0 !O!,225,365.4,28,,,,,,,,,,,,No,ECOTECNIA,,,30,01.01.1996
ECOTECNIA  500 41.0 !O!,500,378.7,41,,,,,,,,,,,,No,ECOTECNIA,,,37,01.01.1996
ECOTECNIA  600 44.0 !O!,600,394.6,44,,,,,,,,,,,,No,ECOTECNIA,,,37,01.01.1996
ECOTECNIA 1670 1670 80.0 !O!,1 670,332.2,80,,,,,,,,,,,,Yes,ECOTECNIA,1670,,70,03.07.2012
ECOTECNIA 1670 60Hz 1670 86.0 !O!,1 670,287.5,86,,,,,,,,,,,,No,ECOTECNIA,1670,,70,25.03.2011
ECOTECNIA 1670 Class II 1670 80.0 !O!,1 670,332.2,80,,,,,,,,,,,,No,ECOTECNIA,1670 Class II,,70,25.03.2011
ECOTECNIA 1670 Class III 1670 80.0 !O!,1 670,332.2,80,,,,,,,,,,,,No,ECOTECNIA,1670 Class III,,70,25.03.2011
ECOTECNIA 2000 2000 80.0 !O!,2 000,397.9,80,,,,,,,,,,,,No,ECOTECNIA,2000,,70,25.03.2011
ECOTECNIA 3000 3000 100.0 !O!,3 000,382,100,,,,,,,,,,,,No,ECOTECNIA,3000,,70,25.03.2011
ECOTECNIA 3000 3000 110.0 !O!,3 000,315.7,110,,,,,,,,,,,,Yes,ECOTECNIA,3000,,70,03.07.2012
ELKRAFT  1000 50.0 !O!,1 000,509.3,50,,,,,,,,,,,,No,ELKRAFT,,,55,07.07.1996
ELSAM  2000 61.1 !O!,2 000,682.1,61.1,,,,,,,,,,,,No,ELSAM,,,61,05.07.1996
ENERCON E-115 EP3 4000 115.7 !O!,4 000,380.5,115.7,,,,,,,,,,,,Yes,ENERCON,E-115 EP3,,92,22.07.2019
ENERCON E-33 330 33.4 !-!,330,376.6,33.4,,,,,,,,,,,,No,ENERCON,E-33,,49.9,13.01.2015
ENERCON E-82 E5 2350 82.0 !O!,2 350,445,82,,,,,,,,,,,,No,ENERCON,E-82 E5,,78.3,26.02.2015
ENERGOVARS  315 30.0 !O!,315,445.6,30,,,,,,,,,,,,No,ENERGOVARS,,,30,01.01.1996
ENERGOVARS  630 41.0 !O!,630,477.2,41,,,,,,,,,,,,No,ENERGOVARS,,,40,01.01.1996
ENRONWIND EW 750i 750 50.0 !O!,750,382,50,,,,,,,,,,,,No,ENRONWIND,EW 750i,,65,10.03.2004
ENRONWIND EW 900 900 52.0 !O!,900,423.8,52,,,,,,,,,,,,No,ENRONWIND,EW 900,,60,10.03.2004
ENRONWIND EW 900s 900 55.0 !O!,900,378.8,55,,,,,,,,,,,,No,ENRONWIND,EW 900s,,60,10.03.2004
ENRONWIND EW 900sl 900 57.0 !O!,900,352.7,57,,,,,,,,,,,,No,ENRONWIND,EW 900sl,,60,10.03.2004
ERINI  22 13.6 !-!,22,151.4,13.6,,,,,,,,,,,,No,ERINI,,,18,15.02.1997
EWS  10 8.5 !O!,10,176.2,8.5,,,,,,,,,,,,No,EWS,,,14,01.07.1998
EWS  30 12.0 !O!,30,265.3,12,,,,,,,,,,,,No,EWS,,,24,01.07.1998
EWS 12/30 30 12.0 !O!,30,265.3,12,,,,,,,,,,,,No,EWS,12/30,,24,06.12.1999
EWS 8.5/10 10 8.5 !O!,10,176.2,8.5,,,,,,,,,,,,No,EWS,8.5/10,,18,07.12.1999
EWT DW61 1000 60.9 !O!,1 000,343.3,60.9,,,,,,,,,,,,Yes,EWT,DW61,,69,22.05.2017
EWT DW61 500 60.9 !O!,500,171.7,60.9,,,,,,,,,,,,Yes,EWT,DW61,,69,23.11.2016
EWT DW61 800 60.9 !O!,800,274.6,60.9,,,,,,,,,,,,Yes,EWT,DW61,,69,22.05.2017
FLOWIND AWT-26 275 26.2 !#!,275,510.1,26.2,,,,,,,,,,,,No,FLOWIND,AWT-26,,43,01.01.1996
FLOWIND AWT-26 275 26.2 !O!,275,510.1,26.2,,,,,,,,,,,,No,FLOWIND,AWT-26,,24,01.01.1996
FLOWIND AWT-27 275 27.4 !#!,275,466.4,27.4,,,,,,,,,,,,No,FLOWIND,AWT-27,,43,01.01.1996
FLOWIND AWT-27 275 27.4 !O!,275,466.4,27.4,,,,,,,,,,,,No,FLOWIND,AWT-27,,24,01.01.1996
FLOWIND EHD 300 19.0 !O!,300,1 058.1,19,,,,,,,,,,,,No,FLOWIND,EHD,,52,01.01.1996
FOLKECENTERET  200 25.5 !#!,200,391.6,25.5,,,,,,,,,,,,No,FOLKECENTERET,,,30,15.02.1997
FOLKECENTERET  75-15 17.0 !#!,75,330.4,17,,,,,,,,,,,,No,FOLKECENTERET,,15,23,15.02.1997
FRISIA F48/750 750 48.0 !O!,750,414.5,48,,,,,,,,,,,,No,FRISIA,F48/750,,65,19.04.2001
FRISIA F56/850 850 56.0 !O!,850,345.1,56,,,,,,,,,,,,No,FRISIA,F56/850,,70,25.06.2004
FUHRLÄNDER FL 1500-70 1500 70.0 !O!,1 500,389.8,70,,,,,,,,,,,,No,FUHRLÄNDER,FL 1500-70,,65,18.07.2012
FUHRLÄNDER FL 2000-100 2050 100.0 !-!,2 050,261,100,,,,,,,,,,,,No,FUHRLÄNDER,FL 2000-100,,100,22.07.2013
FUHRLÄNDER FL 40 40-6 13.0 !-!,40,301.4,13,,,,,,,,,,,,No,FUHRLÄNDER,FL 40,6,24,26.09.2005
FUHRLÄNDER FL1250 1250 62.0 !O!,1 250,414,62,,,,,,,,,,,,No,FUHRLÄNDER,FL1250,,70,22.07.2013
GAMESA G47/660 700 47.0 !O!,700,403.5,47,,,,,,,,,,,,No,GAMESA,G47/660,,45,26.04.2007
GAMESA G52/850 850 52.0 !O!,850,400.2,52,,,,,,,,,,,,Yes,GAMESA,G52/850,,55,13.01.2010
GAMESA G58/850 850 58.0 !O!,850,321.7,58,,,,,,,,,,,,Yes,GAMESA,G58/850,,55,13.01.2010
GAMESA G66 1750 66.0 !O!,1 750,511.5,66,,,,,,,,,,,,No,GAMESA,G66,,67,17.09.2001
GAMESA G80/1500 1500 80.0 !O!,1 500,298.4,80,,,,,,,,,,,,No,GAMESA,G80/1500,,78,21.10.2004
GAMESA G80/2000 2000 80.0 !O!,2 000,397.9,80,,,,,,,,,,,,Yes,GAMESA,G80/2000,,67,13.01.2010
GAMESA G83/2000 2000 83.0 !O!,2 000,369.6,83,,,,,,,,,,,,No,GAMESA,G83/2000,,78,20.10.2009
GAMESA G94 2000 94.0 !O!,2 000,288.2,94,,,,,,,,,,,,No,GAMESA,G94,,78,03.01.2012
GE WIND ENERGY 2.72-116 60Hz 2720 116.0 !O!,2 720,257.4,116,,,,,,,,,,,,Yes,GE WIND ENERGY,2.72-116,,80,19.08.2020
GE WIND ENERGY 3.4-130 3430 130.0 !-!,3 430,258.4,130,,,,,,,,,,,,No,GE WIND ENERGY,3.4-130,,85,02.12.2016
GE WIND ENERGY 4.5-158 4500 158.0 !O!,4 500,229.5,158,,,,,,,,,,,,Yes,GE WIND ENERGY,4.5-158,,120.9,11.05.2021
GE WIND ENERGY 4.8-158 4800 158.0 !O!,4 800,244.8,158,,,,,,,,,,,,Yes,GE WIND ENERGY,4.8-158,,101,11.05.2021
GE WIND ENERGY GE 1.6 1600 82.5 !O!,1 600,299.3,82.5,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 1.6,,80,18.09.2013
GE WIND ENERGY GE 1.7-103 1700 103.0 !O!,1 700,204,103,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 1.7-103,,80,19.08.2013
GE WIND ENERGY GE 2.5-103 2500 103.0 !O!,2 500,300,103,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 2.5-103,,85,19.08.2013
GE WIND ENERGY GE 2.75-100 2750 100.0 !O!,2 750,350.1,100,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 2.75-100,,85,19.08.2013
GE WIND ENERGY GE 2.75-103 2780 103.0 !O!,2 780,333.6,103,,,,,,,,,,,,Yes,GE WIND ENERGY,GE 2.75-103,,98.3,18.09.2013
GE WIND ENERGY GE 3.6sl 3600 111.0 !O!,3 600,372,111,,,,,,,,,,,,No,GE WIND ENERGY,GE 3.6sl,,0,20.12.2011
GE WIND ENERGY GE 750i 750 50.0 !O!,750,382,50,,,,,,,,,,,,No,GE WIND ENERGY,GE 750i,,54,19.12.2011
GE WIND ENERGY GE 2.3 2300 94.0 !O!,2 300,331.4,94,,,,,,,,,,,,No,GE WIND ENERGY,GE 2.3,,100,19.12.2011
GE WIND ENERGY GE 2.5 2500 88.0 !O!,2 500,411,88,,,,,,,,,,,,No,GE WIND ENERGY,GE 2.5,,80,19.12.2011
GE WIND ENERGY GE 2.7 2700 84.0 !O!,2 700,487.2,84,,,,,,,,,,,,No,GE WIND ENERGY,GE 2.7,,70,20.12.2011
GEIGER SG 750 10 7.5 !#!,10,226.4,7.5,,,,,,,,,,,,No,GEIGER,SG 750,,20,06.12.1999
GEIGER SG 750 10 8.0 !#!,10,198.9,8,,,,,,,,,,,,No,GEIGER,SG 750,,20,01.01.1996
GEIGER SG 800 12 8.0 !#!,12,238.7,8,,,,,,,,,,,,No,GEIGER,SG 800,,20,06.12.1999
GET 41-alfa 600-150 46.0 !O!,600,361,46,,,,,,,,,,,,No,GET,41-alfa,150,50,05.12.1999
Goldwind GW100/2500 2500 100.0 !O!,2 500,318.3,100,,,,,,,,,,,,Yes,Goldwind,GW100/2500,,100,28.09.2012
Goldwind GW110/3000 3000 110.0 !O!,3 000,315.7,110,,,,,,,,,,,,Yes,Goldwind,GW110/3000,,90,28.09.2012
Goldwind GW82/1500 1500 82.8 !O!,1 500,278.6,82.8,,,,,,,,,,,,Yes,Goldwind,GW82/1500,,70,28.09.2012
Goldwind GW90/2500 2500 90.0 !O!,2 500,393,90,,,,,,,,,,,,Yes,Goldwind,GW90/2500,,80,28.09.2012
HANSEATISCHE AG ET 550/41 550 41.5 !O!,550,406.6,41.5,,,,,,,,,,,,No,HANSEATISCHE AG,ET 550/41,,54,07.12.1999
HANSTHOLM  525 37.0 !O!,525,488.3,37,,,,,,,,,,,,No,HANSTHOLM,,,41.5,15.02.1997
HSW 600 600-150 48.0 !O!,600,331.6,48,,,,,,,,,,,,No,HSW,600,150,55,20.06.2001
HVK  22 11.0 !#!,22,231.5,11,,,,,,,,,,,,No,HVK,,,21,15.02.1997
HVK  22 12.0 !#!,22,194.5,12,,,,,,,,,,,,No,HVK,,,18,15.02.1997
HVK  30 12.0 !#!,30,265.3,12,,,,,,,,,,,,No,HVK,,,18,15.02.1997
Hyundai HQ2000-WT86 2000 86.7 !O!,2 000,338.8,86.7,,,,,,,,,,,,Yes,Hyundai,HQ2000-WT86,,80,03.07.2012
Hyundai HQ2000-WT93 60Hz 2000 93.3 !O!,2 000,292.5,93.3,,,,,,,,,,,,Yes,Hyundai,HQ2000-WT93,,80,03.07.2012
Hyundai HQ1650 1650 76.9 !O!,1 650,355.3,76.9,,,,,,,,,,,,Yes,Hyundai,HQ1650,,70,03.07.2012
JACOBS 48/600 600-150 48.0 !O!,600,331.6,48,,,,,,,,,,,,No,JACOBS,48/600,150,55,20.06.2001
JACOBS Aeroman33 33 14.8 !O!,33,191.8,14.8,,,,,,,,,,,,No,JACOBS,Aeroman33,,23,20.06.2001
JACOBS Aeroman40 40 14.8 !O!,40,232.5,14.8,,,,,,,,,,,,No,JACOBS,Aeroman40,,23,19.04.2001
JBA  15 11.0 !O!,15,157.8,11,,,,,,,,,,,,No,JBA,,,18,01.01.1996
JEUMONT J48 750 48.0 !O!,750,414.5,48,,,,,,,,,,,,No,JEUMONT,J48,,46,12.12.2001
KENERSYS K100 2500 100.0 !O!,2 500,318.3,100,,,,,,,,,,,,Yes,KENERSYS,K100,,85,04.12.2013
KENERSYS K110 2400 109.0 !O!,2 400,257.2,109,,,,,,,,,,,,Yes,KENERSYS,K110,,95,04.12.2013
KENERSYS K120 2300 120.0 !O!,2 300,203.4,120,,,,,,,,,,,,Yes,KENERSYS,K120,,90,17.09.2013
KENERSYS K82 2000 82.0 !O!,2 000,378.7,82,,,,,,,,,,,,Yes,KENERSYS,K82,,80,12.12.2012
KENERSYS K98 1800 97.5 !O!,1 800,241.1,97.5,,,,,,,,,,,,Yes,KENERSYS,K98,,80,06.12.2013
KENETECH KVS 362 33.0 !#!,362,423.2,33,,,,,,,,,,,,No,KENETECH,KVS,,24.4,01.01.1996
KENETECH KVS 362 33.0 !O!,362,423.2,33,,,,,,,,,,,,No,KENETECH,KVS,,24.4,01.01.1996
KENETECH KVS 405 33.0 !#!,405,473.5,33,,,,,,,,,,,,No,KENETECH,KVS,,24.4,01.01.1996
KENETECH KVS 405 33.0 !O!,405,473.5,33,,,,,,,,,,,,No,KENETECH,KVS,,24.4,01.01.1996
KOLIBRI  11 13.0 !#!,11,82.9,13,,,,,,,,,,,,No,KOLIBRI,,,15,27.11.2003
KOLIBRI  11 13.0 !O!,11,82.9,13,,,,,,,,,,,,No,KOLIBRI,,,18.2,27.11.2003
KOLIBRI  22 12.8 !#!,22,171,12.8,,,,,,,,,,,,No,KOLIBRI,,,18.6,01.07.1998
KONGSTED  22 10.3 !#!,22,264,10.3,,,,,,,,,,,,No,KONGSTED,,,18,15.02.1997
KRAMER  15 10.0 !O!,15,191,10,,,,,,,,,,,,No,KRAMER,,,18,01.07.1998
KRAMER comp.K-15 15 10.0 !O!,15,191,10,,,,,,,,,,,,No,KRAMER,comp.K-15,,18,06.12.1999
KRAMSBJERG  10 5.0 !#!,10,509.3,5,,,,,,,,,,,,No,KRAMSBJERG,,,6,15.04.1997
KRAMSBJERG  15 8.3 !#!,15,279.9,8.3,,,,,,,,,,,,No,KRAMSBJERG,,,18,04.07.1996
KROGMANN  50 15.0 !O!,50,282.9,15,,,,,,,,,,,,No,KROGMANN,,,37,06.12.1999
KURIANT  11 10.9 !#!,11,117.9,10.9,,,,,,,,,,,,No,KURIANT,,,15,17.06.2014
KURIANT  15 10.9 !#!,15,160.7,10.9,,,,,,,,,,,,No,KURIANT,,,18,15.02.1997
KURIANT  18 10.9 !#!,18,192.9,10.9,,,,,,,,,,,,No,KURIANT,,,15,15.02.1997
KURIANTREYMO  15 8.0 !-!,15,298.4,8,,,,,,,,,,,,No,KURIANTREYMO,,,18,15.02.1997
KVAERNER WTS 3000 80.5 !O!,3 000,589.4,80.5,,,,,,,,,,,,No,KVAERNER,WTS,,80,01.01.1996
LMW  10 7.0 !-!,10,259.8,7,,,,,,,,,,,,No,LMW,,,18,01.01.1996
LOLLAND M�LLEN  80-18 18.7 !#!,80,291.3,18.7,,,,,,,,,,,,No,LOLLAND M�LLEN,,18,24,15.02.1997
Leitwind LTW101 2.0 2000 100.9 !O!,2 000,250.1,100.9,,,,,,,,,,,,Yes,Leitwind,LTW101 2.0,,93.5,10.11.2016
Leitwind LTW101 2.5 2500 100.9 !O!,2 500,312.7,100.9,,,,,,,,,,,,Yes,Leitwind,LTW101 2.5,,93.5,10.11.2016
Leitwind LTW101 3.0 3000 100.9 !-!,3 000,375.2,100.9,,,,,,,,,,,,Yes,Leitwind,LTW101 3.0,,95,12.02.2018
Leitwind LTW101 3.0 3000 100.9 !O!,3 000,375.2,100.9,,,,,,,,,,,,Yes,Leitwind,LTW101 3.0,,93.5,22.11.2016
Leitwind LTW104 2.0 2000 104.1 !-!,2 000,235,104.1,,,,,,,,,,,,No,Leitwind,LTW104 2.0,,95,12.02.2018
Leitwind LTW104 2.5 2500 104.1 !-!,2 500,293.7,104.1,,,,,,,,,,,,No,Leitwind,LTW104 2.5,,95,12.02.2018
Leitwind LTW117 2.5 2500 117.0 !O!,2 500,232.5,117,,,,,,,,,,,,Yes,Leitwind,LTW117 2.5,,91.5,22.11.2016
Leitwind LTW42 250 42.5 !O!,250,176.2,42.5,,,,,,,,,,,,No,Leitwind,LTW42,,28,27.07.2018
Leitwind LTW70 2.0 2000 70.1 !-!,2 000,518.2,70.1,,,,,,,,,,,,No,Leitwind,LTW70 2.0,,60,12.02.2018
Leitwind LTW77 0.8 800 76.6 !O!,800,173.6,76.6,,,,,,,,,,,,Yes,Leitwind,LTW77 0.8,,65,22.09.2016
Leitwind LTW77 0.85 850 76.6 !O!,850,184.4,76.6,,,,,,,,,,,,Yes,Leitwind,LTW77 0.85,,65,21.09.2016
Leitwind LTW77 1.0 1000 76.6 !O!,1 000,217,76.6,,,,,,,,,,,,Yes,Leitwind,LTW77 1.0,,65,21.09.2016
Leitwind LTW77 1.5 1500 76.7 !-!,1 500,324.6,76.7,,,,,,,,,,,,No,Leitwind,LTW77 1.5,,65,12.02.2018
Leitwind LTW80 1.0 1000 80.3 !O!,1 000,197.5,80.3,,,,,,,,,,,,Yes,Leitwind,LTW80 1.0,,80,19.09.2016
Leitwind LTW80 1.5 1500 80.3 !O!,1 500,296.2,80.3,,,,,,,,,,,,Yes,Leitwind,LTW80 1.5,,80,09.11.2016
Leitwind LTW80 1.65 1650 80.3 !O!,1 650,325.8,80.3,,,,,,,,,,,,Yes,Leitwind,LTW80 1.65,,80,09.11.2016
Leitwind LTW80 1.8 1800 80.3 !O!,1 800,355.4,80.3,,,,,,,,,,,,Yes,Leitwind,LTW80 1.8,,80,15.09.2016
Leitwind LTW80 2.0 2000 80.3 !-!,2 000,394.9,80.3,,,,,,,,,,,,No,Leitwind,LTW80 2.0,,80,12.02.2018
Leitwind LTW86 1.0 1000 86.3 !O!,1 000,171,86.3,,,,,,,,,,,,Yes,Leitwind,LTW86 1.0,,80,22.09.2016
Leitwind LTW86 1.5 1500 86.3 !O!,1 500,256.4,86.3,,,,,,,,,,,,Yes,Leitwind,LTW86 1.5,,80,22.09.2016
Leitwind LTW90 1.0 1000 90.3 !O!,1 000,156.1,90.3,,,,,,,,,,,,Yes,Leitwind,LTW90 1.0,,97.5,03.11.2016
Leitwind LTW90 1.5 1500 90.3 !O!,1 500,234.2,90.3,,,,,,,,,,,,Yes,Leitwind,LTW90 1.5,,97.5,10.11.2016
Leitwind LTW90 2.0 2000 90.3 !O!,2 000,312.3,90.3,,,,,,,,,,,,Yes,Leitwind,LTW90 2.0,,97.5,10.11.2016
MADE AE-32 330 32.0 !-!,330,410.3,32,,,,,,,,,,,,No,MADE,AE-32,,31,23.11.2000
MADE AE-52 800 52.0 !O!,800,376.7,52,,,,,,,,,,,,Yes,MADE,AE-52,,51,24.03.2009
MADE AE-56 800 56.0 !O!,800,324.8,56,,,,,,,,,,,,Yes,MADE,AE-56,,60.5,24.03.2009
MADE AE-59 800 59.0 !O!,800,292.6,59,,,,,,,,,,,,Yes,MADE,AE-59,,60.5,24.03.2009
MADE AE-61 1320-300 61.0 !O!,1 320,451.7,61,,,,,,,,,,,,Yes,MADE,AE-61,300,55.5,24.03.2009
MICON  250 25.0 !O!,250,509.3,25,,,,,,,,,,,,No,MICON,,,30,17.06.2014
MICON  55-11 16.0 !O!,55,273.5,16,,,,,,,,,,,,No,MICON,,11,22,15.12.2003
MICON M530 150 26.0 !O!,150,282.5,26,,,,,,,,,,,,No,MICON,M530,,30,10.07.1996
MICON M530 175 26.0 !O!,175,329.6,26,,,,,,,,,,,,No,MICON,M530,,30,10.07.1996
MICON M530 200-40 27.0 !O!,200,349.3,27,,,,,,,,,,,,No,MICON,M530,40,30,04.07.1996
MICON M530 400 26.0 !O!,400,753.4,26,,,,,,,,,,,,No,MICON,M530,,30,07.07.1996
MICON M750 250-50 31.0 !O!,250,331.2,31,,,,,,,,,,,,No,MICON,M750,50,30,17.06.2014
MTORRES.O.I TWT-1.65 1650 70.0 !O!,1 650,428.7,70,,,,,,,,,,,,Yes,MTORRES.O.I,TWT-1.65,,0,04.07.2012
MTORRES.O.I TWT-1.65 1650 77.0 !O!,1 650,354.3,77,,,,,,,,,,,,Yes,MTORRES.O.I,TWT-1.65,,0,04.07.2012
MTORRES.O.I TWT-1.65 1650 82.0 !O!,1 650,312.4,82,,,,,,,,,,,,Yes,MTORRES.O.I,TWT-1.65,,0,04.07.2012
MTORRES.O.I TWT-1.65 1650 86.0 !O!,1 650,284.1,86,,,,,,,,,,,,Yes,MTORRES.O.I,TWT-1.65,,0,04.07.2012
MTORRES.O.I TWT-2.50 2500 100.0 !O!,2 500,318.3,100,,,,,,,,,,,,Yes,MTORRES.O.I,TWT-2.50,,0,04.07.2012
MTORRES.O.I TWT-2.50 2500 109.0 !O!,2 500,267.9,109,,,,,,,,,,,,Yes,MTORRES.O.I,TWT-2.50,,0,04.07.2012
MTORRES.O.I TWT-2.50 2500 90.0 !O!,2 500,393,90,,,,,,,,,,,,Yes,MTORRES.O.I,TWT-2.50,,0,04.07.2012
MWT  450 39.0 !O!,450,376.7,39,,,,,,,,,,,,No,MWT,,,30,01.01.1996
Mervento 3.6 3640 118.0 !O!,3 640,332.8,118,,,,,,,,,,,,Yes,Mervento,3.6,,125,23.01.2013
Mervento 4.0 3960 118.0 !O!,3 960,362.1,118,,,,,,,,,,,,Yes,Mervento,4.0,,125,23.01.2013
M�N E.SERVICE  150-30 22.0 !-!,150,394.6,22,,,,,,,,,,,,No,M�N E.SERVICE,,30,22,15.02.1997
NEDWIND NW31-2- 250 31.0 !O!,250,331.2,31,,,,,,,,,,,,No,NEDWIND,NW31/2/,,31,01.07.1998
NEDWIND NW31-3 250 31.0 !O!,250,331.2,31,,,,,,,,,,,,No,NEDWIND,NW31/3,,31,01.01.1996
NEDWIND NW44-2 500-120 43.8 !O!,500,331.8,43.8,,,,,,,,,,,,No,NEDWIND,NW44/2,120,39,01.01.1996
NEPC 225/40 225-40 29.6 !O!,225,327,29.6,,,,,,,,,,,,Yes,NEPC,225/40,40,30,27.06.2005
NEPC 250-50 250-5 27.6 !O!,250,417.9,27.6,,,,,,,,,,,,No,NEPC,250/50,5,30,05.08.2003
NEPC 250/50 250-50 27.6 !O!,250,417.9,27.6,,,,,,,,,,,,Yes,NEPC,250/50,50,30,27.06.2005
NEPC 400/100 400-100 32.0 !O!,400,497.4,32,,,,,,,,,,,,Yes,NEPC,400/100,100,36,27.06.2005
NEPTUN 46-750 750 46.0 !O!,750,451.3,46,,,,,,,,,,,,No,NEPTUN,46/750,,60,20.06.2001
NEPTUN 50-750 750 50.0 !O!,750,382,50,,,,,,,,,,,,No,NEPTUN,50/750,,60,20.06.2001
NORDEX N133/4.8 4800 133.0 !O!,4 800,345.5,133,,,,,,,,,,,,Yes,NORDEX,N133/4.8,,78,04.01.2022
NORDEX N149/5.X 5700 149.0 !O!,5 700,326.9,149,,,,,,,,,,,,Yes,NORDEX,N149/5.X,,125,03.01.2022
